,GameID,Date,Start_EST,H/A,Team,W/L,Overtime,PT_Diff,Wins,GP,PCT,Opponent,Opponent_PCT
800,801.0,2017-02-10,19:30:00,Away,Denver Nuggets,1,0,8.0,24,53,0.453,New York Knicks,0.4
800,801.0,2017-02-10,19:30:00,Home,New York Knicks,0,0,-8.0,22,55,0.4,Denver Nuggets,0.453
801,802.0,2017-02-10,20:00:00,Away,Golden State Warriors,1,0,15.0,45,53,0.849,Memphis Grizzlies,0.589
801,802.0,2017-02-10,20:00:00,Home,Memphis Grizzlies,0,0,-15.0,33,56,0.589,Golden State Warriors,0.849
802,803.0,2017-02-10,20:00:00,Away,Los Angeles Lakers,1,0,8.0,19,56,0.339,Milwaukee Bucks,0.423
802,803.0,2017-02-10,20:00:00,Home,Milwaukee Bucks,0,0,-8.0,22,52,0.423,Los Angeles Lakers,0.339
803,804.0,2017-02-10,20:00:00,Away,New Orleans Pelicans,1,0,16.0,21,54,0.389,Minnesota Timberwolves,0.37
803,804.0,2017-02-10,20:00:00,Home,Minnesota Timberwolves,0,0,-16.0,20,54,0.37,New Orleans Pelicans,0.389
804,805.0,2017-02-10,20:00:00,Home,Washington Wizards,1,0,5.0,32,53,0.604,Indiana Pacers,0.547
804,805.0,2017-02-10,20:00:00,Away,Indiana Pacers,0,0,-5.0,29,53,0.547,Washington Wizards,0.604
805,806.0,2017-02-10,22:30:00,Home,Phoenix Suns,1,0,18.0,17,54,0.315,Chicago Bulls,0.481
805,806.0,2017-02-10,22:30:00,Away,Chicago Bulls,0,0,-18.0,26,54,0.481,Phoenix Suns,0.315
806,807.0,2017-02-10,22:30:00,Home,Sacramento Kings,1,0,1.0,22,54,0.407,Atlanta Hawks,0.574
806,807.0,2017-02-10,22:30:00,Away,Atlanta Hawks,0,0,-1.0,31,54,0.574,Sacramento Kings,0.407
807,808.0,2017-02-11,17:00:00,Away,Los Angeles Clippers,1,0,5.0,33,54,0.611,Charlotte Hornets,0.444
807,808.0,2017-02-11,17:00:00,Home,Charlotte Hornets,0,0,-5.0,24,54,0.444,Los Angeles Clippers,0.611
808,809.0,2017-02-11,19:00:00,Away,Milwaukee Bucks,1,0,16.0,23,53,0.434,Indiana Pacers,0.537
808,809.0,2017-02-11,19:00:00,Home,Indiana Pacers,0,0,-16.0,29,54,0.537,Milwaukee Bucks,0.434
809,810.0,2017-02-11,19:30:00,Home,Cleveland Cavaliers,1,0,16.0,37,53,0.698,Denver Nuggets,0.444
809,810.0,2017-02-11,19:30:00,Away,Denver Nuggets,0,0,-16.0,24,54,0.444,Cleveland Cavaliers,0.698
810,811.0,2017-02-11,19:30:00,Home,Philadelphia 76ers,1,0,8.0,20,54,0.37,Miami Heat,0.436
810,811.0,2017-02-11,19:30:00,Away,Miami Heat,0,0,-8.0,24,55,0.436,Philadelphia 76ers,0.37
811,812.0,2017-02-11,20:30:00,Away,Golden State Warriors,1,0,16.0,46,54,0.852,Oklahoma City Thunder,0.564
811,812.0,2017-02-11,20:30:00,Home,Oklahoma City Thunder,0,0,-16.0,31,55,0.564,Golden State Warriors,0.852
812,813.0,2017-02-11,21:00:00,Home,Dallas Mavericks,1,0,32.0,22,54,0.407,Orlando Magic,0.357
812,813.0,2017-02-11,21:00:00,Away,Orlando Magic,0,0,-32.0,20,56,0.357,Dallas Mavericks,0.407
813,814.0,2017-02-11,21:00:00,Home,Houston Rockets,1,0,31.0,40,57,0.702,Phoenix Suns,0.309
813,814.0,2017-02-11,21:00:00,Away,Phoenix Suns,0,0,-31.0,17,55,0.309,Houston Rockets,0.702
814,815.0,2017-02-11,22:00:00,Away,Boston Celtics,1,0,8.0,35,54,0.648,Utah Jazz,0.618
814,815.0,2017-02-11,22:00:00,Home,Utah Jazz,0,0,-8.0,34,55,0.618,Boston Celtics,0.648
815,816.0,2017-02-12,15:30:00,Home,Minnesota Timberwolves,1,0,28.0,21,55,0.382,Chicago Bulls,0.473
815,816.0,2017-02-12,15:30:00,Away,Chicago Bulls,0,0,-28.0,26,55,0.473,Minnesota Timberwolves,0.382
816,817.0,2017-02-12,15:30:00,Home,New York Knicks,1,0,4.0,23,56,0.411,San Antonio Spurs,0.759
816,817.0,2017-02-12,15:30:00,Away,San Antonio Spurs,0,0,-4.0,41,54,0.759,New York Knicks,0.411
817,818.0,2017-02-12,18:00:00,Away,Detroit Pistons,1,0,1.0,26,55,0.473,Toronto Raptors,0.582
817,818.0,2017-02-12,18:00:00,Home,Toronto Raptors,0,0,-1.0,32,55,0.582,Detroit Pistons,0.473
818,819.0,2017-02-12,21:00:00,Home,Sacramento Kings,1,0,6.0,23,55,0.418,New Orleans Pelicans,0.382
818,819.0,2017-02-12,21:00:00,Away,New Orleans Pelicans,0,0,-6.0,21,55,0.382,Sacramento Kings,0.418
819,820.0,2017-02-13,19:00:00,Away,Philadelphia 76ers,1,0,6.0,21,55,0.382,Charlotte Hornets,0.436
819,820.0,2017-02-13,19:00:00,Home,Charlotte Hornets,0,0,-6.0,24,55,0.436,Philadelphia 76ers,0.382
820,821.0,2017-02-13,19:00:00,Away,San Antonio Spurs,1,0,4.0,42,55,0.764,Indiana Pacers,0.527
820,821.0,2017-02-13,19:00:00,Home,Indiana Pacers,0,0,-4.0,29,55,0.527,San Antonio Spurs,0.764
821,822.0,2017-02-13,19:30:00,Away,Memphis Grizzlies,1,0,9.0,34,57,0.596,Brooklyn Nets,0.164
821,822.0,2017-02-13,19:30:00,Home,Brooklyn Nets,0,0,-9.0,9,55,0.164,Memphis Grizzlies,0.596
822,823.0,2017-02-13,19:30:00,Away,Orlando Magic,1,0,9.0,21,57,0.368,Miami Heat,0.429
822,823.0,2017-02-13,19:30:00,Home,Miami Heat,0,0,-9.0,24,56,0.429,Orlando Magic,0.368
823,824.0,2017-02-13,20:00:00,Home,Milwaukee Bucks,1,0,13.0,24,54,0.444,Detroit Pistons,0.464
823,824.0,2017-02-13,20:00:00,Away,Detroit Pistons,0,0,-13.0,26,56,0.464,Milwaukee Bucks,0.444
824,825.0,2017-02-13,20:00:00,Home,Washington Wizards,1,0,22.0,33,54,0.611,Oklahoma City Thunder,0.554
824,825.0,2017-02-13,20:00:00,Away,Oklahoma City Thunder,0,0,-22.0,31,56,0.554,Washington Wizards,0.611
825,826.0,2017-02-13,20:30:00,Away,Boston Celtics,1,0,13.0,36,55,0.655,Dallas Mavericks,0.4
825,826.0,2017-02-13,20:30:00,Home,Dallas Mavericks,0,0,-13.0,22,55,0.4,Boston Celtics,0.655
826,827.0,2017-02-13,21:00:00,Home,Denver Nuggets,1,0,22.0,25,55,0.455,Golden State Warriors,0.836
826,827.0,2017-02-13,21:00:00,Away,Golden State Warriors,0,0,-22.0,46,55,0.836,Denver Nuggets,0.455
827,828.0,2017-02-13,21:00:00,Away,New Orleans Pelicans,1,0,2.0,22,56,0.393,Phoenix Suns,0.304
827,828.0,2017-02-13,21:00:00,Home,Phoenix Suns,0,0,-2.0,17,56,0.304,New Orleans Pelicans,0.393
828,829.0,2017-02-13,21:00:00,Away,Los Angeles Clippers,1,0,16.0,34,55,0.618,Utah Jazz,0.607
828,829.0,2017-02-13,21:00:00,Home,Utah Jazz,0,0,-16.0,34,56,0.607,Los Angeles Clippers,0.618
829,830.0,2017-02-13,22:30:00,Away,Atlanta Hawks,1,1,5.0,32,55,0.582,Portland Trail Blazers,0.418
829,830.0,2017-02-13,22:30:00,Home,Portland Trail Blazers,0,1,-5.0,23,55,0.418,Atlanta Hawks,0.582
830,831.0,2017-02-14,20:00:00,Home,Chicago Bulls,1,0,11.0,27,56,0.482,Toronto Raptors,0.571
830,831.0,2017-02-14,20:00:00,Away,Toronto Raptors,0,0,-11.0,32,56,0.571,Chicago Bulls,0.482
831,832.0,2017-02-14,20:00:00,Away,Cleveland Cavaliers,1,0,8.0,38,54,0.704,Minnesota Timberwolves,0.375
831,832.0,2017-02-14,20:00:00,Home,Minnesota Timberwolves,0,0,-8.0,21,56,0.375,Cleveland Cavaliers,0.704
832,833.0,2017-02-14,22:30:00,Away,Sacramento Kings,1,0,1.0,24,56,0.429,Los Angeles Lakers,0.333
832,833.0,2017-02-14,22:30:00,Home,Los Angeles Lakers,0,0,-1.0,19,57,0.333,Sacramento Kings,0.429
833,834.0,2017-02-15,19:00:00,Home,Cleveland Cavaliers,1,0,9.0,39,55,0.709,Indiana Pacers,0.518
833,834.0,2017-02-15,19:00:00,Away,Indiana Pacers,0,0,-9.0,29,56,0.518,Cleveland Cavaliers,0.709
834,835.0,2017-02-15,19:00:00,Away,San Antonio Spurs,1,0,28.0,43,56,0.768,Orlando Magic,0.362
834,835.0,2017-02-15,19:00:00,Home,Orlando Magic,0,0,-28.0,21,58,0.362,San Antonio Spurs,0.768
835,836.0,2017-02-15,19:30:00,Home,Boston Celtics,1,0,8.0,37,56,0.661,Philadelphia 76ers,0.375
835,836.0,2017-02-15,19:30:00,Away,Philadelphia 76ers,0,0,-8.0,21,56,0.375,Boston Celtics,0.661
836,837.0,2017-02-15,19:30:00,Away,Milwaukee Bucks,1,0,4.0,25,55,0.455,Brooklyn Nets,0.161
836,837.0,2017-02-15,19:30:00,Home,Brooklyn Nets,0,0,-4.0,9,56,0.161,Milwaukee Bucks,0.455
837,838.0,2017-02-15,19:30:00,Home,Detroit Pistons,1,0,7.0,27,57,0.474,Dallas Mavericks,0.393
837,838.0,2017-02-15,19:30:00,Away,Dallas Mavericks,0,0,-7.0,22,56,0.393,Detroit Pistons,0.474
838,839.0,2017-02-15,19:30:00,Home,Toronto Raptors,1,0,5.0,33,57,0.579,Charlotte Hornets,0.429
838,839.0,2017-02-15,19:30:00,Away,Charlotte Hornets,0,0,-5.0,24,56,0.429,Toronto Raptors,0.579
839,840.0,2017-02-15,20:00:00,Away,Miami Heat,1,0,8.0,25,57,0.439,Houston Rockets,0.69
839,840.0,2017-02-15,20:00:00,Home,Houston Rockets,0,0,-8.0,40,58,0.69,Miami Heat,0.439
840,841.0,2017-02-15,20:00:00,Away,New Orleans Pelicans,1,0,4.0,23,57,0.404,Memphis Grizzlies,0.586
840,841.0,2017-02-15,20:00:00,Home,Memphis Grizzlies,0,0,-4.0,34,58,0.586,New Orleans Pelicans,0.404
841,842.0,2017-02-15,21:00:00,Away,Minnesota Timberwolves,1,0,13.0,22,57,0.386,Denver Nuggets,0.446
841,842.0,2017-02-15,21:00:00,Home,Denver Nuggets,0,0,-13.0,25,56,0.446,Minnesota Timberwolves,0.386
842,843.0,2017-02-15,21:00:00,Home,Phoenix Suns,1,0,36.0,18,57,0.316,Los Angeles Lakers,0.328
842,843.0,2017-02-15,21:00:00,Away,Los Angeles Lakers,0,0,-36.0,19,58,0.328,Phoenix Suns,0.316
843,844.0,2017-02-15,21:00:00,Home,Utah Jazz,1,0,23.0,35,57,0.614,Portland Trail Blazers,0.411
843,844.0,2017-02-15,21:00:00,Away,Portland Trail Blazers,0,0,-23.0,23,56,0.411,Utah Jazz,0.614
844,845.0,2017-02-15,21:30:00,Home,Oklahoma City Thunder,1,0,11.0,32,57,0.561,New York Knicks,0.404
844,845.0,2017-02-15,21:30:00,Away,New York Knicks,0,0,-11.0,23,57,0.404,Oklahoma City Thunder,0.561
845,846.0,2017-02-15,22:30:00,Home,Golden State Warriors,1,0,23.0,47,56,0.839,Sacramento Kings,0.421
845,846.0,2017-02-15,22:30:00,Away,Sacramento Kings,0,0,-23.0,24,57,0.421,Golden State Warriors,0.839
846,847.0,2017-02-15,22:30:00,Home,Los Angeles Clippers,1,0,15.0,35,56,0.625,Atlanta Hawks,0.571
846,847.0,2017-02-15,22:30:00,Away,Atlanta Hawks,0,0,-15.0,32,56,0.571,Los Angeles Clippers,0.625
